Date,ARM,NVDA,TSM
2023-07-03,,42.400306701660156,101.40308380126953
2023-07-05,,42.30433654785156,99.27965545654297
2023-07-06,,42.09040069580078,97.72642517089844
2023-07-07,,42.49027633666992,98.53253173828125
2023-07-10,,42.16737365722656,98.080322265625
2023-07-11,,42.39230728149414,99.54509735107422
2023-07-12,,43.888858795166016,102.140380859375
2023-07-13,,45.96323776245117,103.78209686279297
2023-07-14,,45.45539093017578,103.35938262939453
2023-07-17,,46.44709396362305,103.01531219482422
2023-07-18,,47.47978591918945,101.40308380126953
2023-07-19,,47.06290817260742,101.31460571289062
2023-07-20,,45.50637435913086,96.20266723632812
2023-07-21,,44.29573440551758,95.6030044555664
2023-07-24,,44.59865188598633,96.58607482910156
2023-07-25,,45.66532897949219,98.62100219726562
2023-07-26,,45.43840026855469,97.72642517089844
2023-07-27,,45.88626480102539,97.66744232177734
2023-07-28,,46.73600769042969,99.15187072753906
2023-07-31,,46.71501159667969,97.47083282470703
2023-08-01,,46.493080139160156,96.73352813720703
2023-08-02,,44.25575256347656,94.07925415039062
2023-08-03,,44.501678466796875,93.37144470214844
2023-08-04,,44.6666259765625,94.53146362304688
2023-08-07,,45.403404235839844,94.7182388305664
2023-08-08,,44.650638580322266,92.88973999023438
2023-08-09,,42.541263580322266,92.38838195800781
2023-08-10,,42.37531661987305,93.19450378417969
2023-08-11,,40.8427734375,90.43208312988281
2023-08-14,,43.73990249633789,91.49380493164062
2023-08-15,,43.92684555053711,90.1273422241211
2023-08-16,,43.472984313964844,90.22563934326172
2023-08-17,,43.33102798461914,90.0880126953125
2023-08-18,,43.286041259765625,89.55715942382812
2023-08-21,,46.952945709228516,90.992431640625
2023-08-22,,45.654335021972656,90.6778564453125
2023-08-23,,47.10190200805664,92.62432098388672
2023-08-24,,47.14888381958008,90.96293640136719
2023-08-25,,46.00422668457031,91.52328491210938
2023-08-28,,46.82098388671875,92.40805053710938
2023-08-29,,48.76940155029297,93.46975708007812
2023-08-30,,49.2492561340332,93.1748275756836
2023-08-31,,49.34022903442383,91.98532104492188
2023-09-01,,48.494483947753906,91.61177062988281
2023-09-05,,48.533470153808594,92.99788665771484
2023-09-06,,47.05078887939453,90.69751739501953
2023-09-07,,46.2309684753418,88.52494812011719
2023-09-08,,45.56211471557617,88.12188720703125
2023-09-11,,45.1682014465332,88.08255767822266
2023-09-12,,44.86026382446289,88.94766235351562
2023-09-13,,45.475135803222656,89.67512512207031
2023-09-14,63.59000015258789,45.57111740112305,90.38758850097656
2023-09-15,60.75,43.89047622680664,88.1938705444336
2023-09-18,58.0,43.956459045410156,87.7788314819336
2023-09-19,55.16999816894531,43.51055908203125,87.12664031982422
2023-09-20,52.90999984741211,42.22983932495117,86.2570571899414
2023-09-21,52.15999984741211,41.00810241699219,84.34989929199219
2023-09-22,51.31999969482422,41.60097122192383,84.62657928466797
2023-09-25,54.439998626708984,42.21284103393555,85.21947479248047
2023-09-26,53.52000045776367,41.90190887451172,83.29255676269531
2023-09-27,52.9900016784668,42.45878601074219,84.42894744873047
2023-09-28,55.4900016784668,43.07965087890625,85.3874740600586
2023-09-29,53.52000045776367,43.48956298828125,85.87167358398438
2023-10-02,52.2599983215332,44.77228546142578,86.61279296875
2023-10-03,51.56999969482422,43.5075569152832,84.39930725097656
2023-10-04,53.459999084472656,44.03144454956055,85.6443862915039
2023-10-05,52.5099983215332,44.678306579589844,86.00013732910156
2023-10-06,54.08000183105469,45.752071380615234,88.23339080810547
2023-10-09,54.25,45.26317596435547,87.93694305419922
2023-10-10,55.709999084472656,45.788063049316406,89.53777313232422
2023-10-11,54.68000030517578,46.795841217041016,90.91132354736328
2023-10-12,51.849998474121094,46.934814453125,91.32634735107422
2023-10-13,50.779998779296875,45.451133728027344,89.38954162597656
2023-10-16,52.09000015258789,46.08500289916992,90.14054870605469
2023-10-17,52.290000915527344,43.928466796875,89.92314910888672
2023-10-18,51.900001525878906,42.18684768676758,88.53971862792969
2023-10-19,49.7400016784668,42.09186935424805,91.81056213378906
2023-10-20,47.869998931884766,41.378021240234375,90.22948455810547
2023-10-23,50.209999084472656,42.96567916870117,90.0318603515625
2023-10-24,52.369998931884766,43.653526306152344,90.55558013916016
2023-10-25,49.439998626708984,41.769935607910156,86.6029052734375
2023-10-26,50.16999816894531,40.31725311279297,86.4151611328125
2023-10-27,49.09000015258789,40.491214752197266,84.97244262695312
2023-10-30,47.900001525878906,41.152069091796875,85.04161071777344
2023-10-31,49.290000915527344,40.77115249633789,85.28865051269531
2023-11-01,50.52000045776367,42.31582260131836,86.76101684570312
2023-11-02,52.81999969482422,43.496559143066406,89.40930938720703
2023-11-03,53.4900016784668,44.9952392578125,90.70380401611328
2023-11-06,53.099998474121094,45.74107360839844,91.50421905517578
2023-11-07,55.27000045776367,45.94503402709961,91.31647491455078
2023-11-08,54.400001525878906,46.56389617919922,90.91132354736328
2023-11-09,51.58000183105469,46.939815521240234,90.53581237792969
2023-11-10,52.27000045776367,48.32451248168945,96.28694915771484
2023-11-13,51.689998626708984,48.60944747924805,95.27901458740234
2023-11-14,53.43000030517578,49.645225524902344,97.73955535888672
2023-11-15,55.43000030517578,48.87739562988281,97.63085174560547
2023-11-16,54.22999954223633,49.469268798828125,97.37393188476562
2023-11-17,54.9900016784668,49.28730773925781,98.40162658691406
2023-11-20,58.68000030517578,50.39806365966797,98.7771224975586
2023-11-21,58.65999984741211,49.93316650390625,97.24547576904297
2023-11-22,61.7599983215332,48.70542907714844,97.48263549804688
2023-11-24,63.880001068115234,47.7656364440918,96.67233276367188
2023-11-27,61.0,48.23153305053711,96.0596694946289
2023-11-28,61.91999816894531,47.81062316894531,96.820556640625
2023-11-29,62.209999084472656,48.12955856323242,97.70990753173828
2023-11-30,61.5,46.75985336303711,96.15847778320312
2023-12-01,63.900001525878906,46.754852294921875,97.3838119506836
2023-12-04,61.93000030517578,45.5001220703125,95.8620376586914
2023-12-05,63.59000015258789,46.55998992919922,95.54582214355469
2023-12-06,61.060001373291016,45.49712371826172,96.69209289550781
2023-12-07,62.439998626708984,46.589988708496094,98.11505126953125
2023-12-08,67.2300033569336,47.49987030029297,99.16251373291016
2023-12-11,64.88999938964844,46.6209831237793,99.75540161132812
2023-12-12,64.70999908447266,47.65085220336914,100.39771270751953
2023-12-13,65.61000061035156,48.0817985534668,100.91156768798828
2023-12-14,70.73500061035156,48.34375762939453,102.70758056640625
2023-12-15,71.02999877929688,48.883689880371094,101.80412292480469
2023-12-18,68.87000274658203,50.07053756713867,102.19132232666016
2023-12-19,69.43000030517578,49.597599029541016,103.12458038330078
2023-12-20,68.4000015258789,48.10478973388672,99.32205963134766
2023-12-21,71.19999694824219,48.983680725097656,101.81404876708984
2023-12-22,72.29000091552734,48.82370376586914,102.40973663330078
2023-12-26,73.41000366210938,49.272640228271484,103.70040893554688
2023-12-27,74.25,49.410621643066406,103.89897155761719
2023-12-28,77.47000122070312,49.51560974121094,103.94861602783203
2023-12-29,75.1449966430664,49.51560974121094,103.2536392211914
2024-01-02,68.91999816894531,48.16178512573242,100.80136108398438
2024-01-03,67.91000366210938,47.562862396240234,99.45112609863281
2024-01-04,68.38999938964844,47.9918098449707,98.41858673095703
2024-01-05,67.05000305175781,49.09066390991211,98.89514923095703
2024-01-08,72.83999633789062,52.246253967285156,101.50627136230469
2024-01-09,71.87999725341797,53.13314437866211,101.15877532958984
2024-01-10,70.7699966430664,54.342987060546875,100.07660675048828
2024-01-11,69.7699966430664,54.81492614746094,100.49359130859375
2024-01-12,70.0,54.702938079833984,100.51344299316406
2024-01-16,68.4800033569336,56.374725341796875,100.94036102294922
2024-01-17,69.86000061035156,56.04576873779297,102.21116638183594
2024-01-18,74.2300033569336,57.09962844848633,112.21883392333984
2024-01-19,78.58000183105469,59.48332214355469,113.38043975830078
2024-01-22,77.11000061035156,59.64630126953125,112.21883392333984
2024-01-23,76.3499984741211,59.86527633666992,113.31094360351562
2024-01-24,75.73999786376953,61.35408020019531,115.68378448486328
2024-01-25,73.91000366210938,61.609046936035156,115.72349548339844
2024-01-26,71.16999816894531,61.02312469482422,116.4184799194336
2024-01-29,72.93000030517578,62.456939697265625,116.14048767089844
2024-01-30,71.97000122070312,62.76589584350586,115.22708892822266
2024-01-31,70.66999816894531,61.51905822753906,112.14933776855469
